target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3434	1490	17.7236
YAL002W	3825	3776	1636	17.6977
YAL003W	621	572	55221	3943.43
YAL005C	1929	1880	103710	2253.36
YAL007C	648	599	2004	136.659
YAL008W	597	548	375	27.9522
YAL009W	780	731	338	18.8871
YAL010C	1482	1433	480	13.6824
YAL011W	1878	1829	714	15.9459
YAL012W	1185	1136	29237	1051.28
YAL013W	1218	1169	832	29.072
YAL014C	768	719	890	50.5623
YAL015C	1200	1151	654	23.2096
YAL016W	1908	1859	4606	101.207
YAL017W	4071	4022	2516	25.5526
YAL018C	978	929	16	0.70351
YAL019W	3396	3347	4350	53.0884
YAL020C	1002	953	501	21.4739
YAL021C	2514	2465	4124	68.3388
YAL022C	1554	1505	1519	41.2275
YAL023C	2280	2231	13514	247.429
YAL024C	4308	4259	1360	13.0436
YAL025C	921	872	943	44.1734
YAL026C	4068	4019	5076	51.5905
YAL027W	786	737	234	12.9692
YAL028W	1587	1538	326	8.65819
YAL029C	4416	4367	5759	53.8679
YAL030W	354	305	402	53.8384
YAL031C	2283	2234	887	16.2183
YAL032C	1140	1091	726	27.1818
YAL033W	522	473	492	42.4883
YAL034C	1242	1193	603	20.6463
YAL034W-A	870	821	167	8.30882
YAL035W	3009	2960	23176	319.825
YAL036C	1110	1061	3661	140.945
YAL037C-A	93	44	8	7.42682
YAL037W	804	755	102	5.51848
YAL038W	1503	1454	359181	10090.5
YAL039C	810	761	743	39.8814
YAL040C	1743	1694	1755	42.3184
YAL041W	2565	2516	2539	41.2209
YAL042W	1248	1199	5817	198.174
YAL043C	2358	2309	2445	43.2535
YAL044C	513	464	1738	153.002
YAL044W-A	333	284	287	41.279
YAL046C	357	308	322	42.7042
YAL047C	1869	1820	520	11.6707
YAL048C	1989	1940	500	10.5277
YAL049C	741	692	853	50.3511
YAL051W	3144	3095	1250	16.4974
YAL053W	2352	2303	2640	46.8248
YAL054C	2142	2093	351	6.85021
YAL055W	543	494	123	10.1705
YAL056W	2643	2594	1387	21.841
YAL058W	1509	1460	861	24.0889
YAL059W	639	590	812	56.2173
YAL060W	1149	1100	2237	83.069
YAL061W	1254	1205	518	17.5594
YAL062W	1374	1325	684.067	21.0886
YAL063C	3969	3920	620.668	6.46754
YAL063C-A	291	242	17	2.86946
YAL064C-A	381	332	66.0999	8.13259
YAL064W	285	236	18	3.11549
YAL064W-B	381	332	22.744	2.79831
YAL065C	387	338	40.5539	4.90097
YAL067C	1782	1733	154	3.62984
