target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3434	2741	43.3795
YAL002W	3825	3776	2506	36.0682
YAL003W	621	572	21295	2023.29
YAL005C	1929	1880	172075	4974.35
YAL007C	648	599	1122	101.799
YAL008W	597	548	684	67.8346
YAL009W	780	731	449	33.3814
YAL010C	1482	1433	699	26.5098
YAL011W	1878	1829	633	18.809
YAL012W	1185	1136	8995	430.327
YAL013W	1218	1169	1027	47.7454
YAL014C	768	719	908	68.633
YAL015C	1200	1151	601	28.3776
YAL016W	1908	1859	5723	167.309
YAL017W	4071	4022	8332	112.586
YAL018C	978	929	2	0.117001
YAL019W	3396	3347	1123	18.2348
YAL020C	1002	953	578	32.9618
YAL021C	2514	2465	3455	76.174
YAL022C	1554	1505	1357	49.0026
YAL023C	2280	2231	8471	206.353
YAL024C	4308	4259	912	11.6376
YAL025C	921	872	111	6.91803
YAL026C	4068	4019	3093	41.8252
YAL027W	786	737	392	28.9064
YAL028W	1587	1538	1809	63.9231
YAL029C	4416	4367	3117	38.7909
YAL030W	354	305	430	76.6204
YAL031C	2283	2234	2216	53.9091
YAL032C	1140	1091	1026	51.1091
YAL033W	522	473	225	25.8522
YAL034C	1242	1193	2504	114.07
YAL034W-A	870	821	181	11.9815
YAL035W	3009	2960	9281	170.404
YAL036C	1110	1061	1035	53.0153
YAL037C-A	93	44	1	1.23516
YAL037W	804	755	56	4.03104
YAL038W	1503	1454	299442	11192.4
YAL039C	810	761	1978	141.259
YAL040C	1743	1694	1888	60.571
YAL041W	2565	2516	2653	57.3063
YAL042W	1248	1199	4344	196.9
YAL043C	2358	2309	2729	64.2326
YAL044C	513	464	490	57.3923
YAL044W-A	333	284	214	40.9516
YAL046C	357	308	190	33.5258
YAL047C	1869	1820	481	14.3631
YAL048C	1989	1940	846	23.6998
YAL049C	741	692	907	71.2323
YAL051W	3144	3095	2055	36.085
YAL053W	2352	2303	2422	57.1552
YAL054C	2142	2093	7073	183.658
YAL055W	543	494	262	28.8237
YAL056W	2643	2594	2385	49.9683
YAL058W	1509	1460	586	21.8133
YAL059W	639	590	198	18.2385
YAL060W	1149	1100	8192	404.737
YAL061W	1254	1205	18540	836.178
YAL062W	1374	1325	1405.14	57.6341
YAL063C	3969	3920	978.873	13.5711
YAL063C-A	291	242	14	3.14404
YAL064C-A	381	332	134.579	22.03
YAL064W	285	236	8	1.84227
YAL064W-B	381	332	55.0715	9.01498
YAL065C	387	338	75.8732	12.1997
YAL067C	1782	1733	55	1.7248
YAL067W-A	228	179	12.0795	3.66751
YAL068C	363	314	1.80368	0.312181
YAR002C-A	660	611	1796	159.75
YAR002W	1620	1571	1175	40.6478
YAR003W	1281	1232	695	30.6584
YAR007C	1866	1817	2201	65.8326
YAR008W	828	779	124	8.65088
YAR009C	3591	3542	20069	307.931
YAR010C	1323	1274	8921.04	380.559
YAR014C	2130	2081	1697	44.3186
YAR015W	921	872	1540	95.9799
YAR018C	1308	1259	374	16.1444
YAR019C	2925	2876	1614	30.4993
YAR020C	168	119	47	21.4648
YAR023C	540	491	322	35.641
YAR027W	708	659	1829	150.836
YAR028W	705	656	305	25.2681
YAR029W	225	176	58	17.9098
YAR031W	897	848	180.952	11.5969
YAR033W	705	656	264	21.8714
YAR035C-A	81	32	2	3.39669
YAR035W	2064	2015	518	13.9711
YAR042W	3567	3518	5922	91.4847
YAR050W	4614	4565	688.179	8.19288
YAR064W	300	251	34.9412	7.56554
YAR066W	612	563	193.784	18.7062
YAR068W	486	437	465.884	57.9391
YAR071W	1404	1355	401.932	16.1209
YBL001C	315	266	544	111.146
YBL002W	396	347	2966	464.534
YBL003C	399	350	2899.11	450.166
YBL004W	7482	7433	2896	21.1744
YBL005W	2931	2882	3827	72.1673
YBL005W-A	1323	1274	6903.14	294.478
YBL005W-B	5268	5219	74761.6	778.515
YBL006C	543	494	1501	165.131
YBL007C	3735	3686	14284	210.606
YBL008W	2523	2474	518	11.379
YBL008W-A	240	191	3	0.853618
YBL009W	2031	1982	453	12.4214
YBL010C	843	794	208	14.237
YBL011W	2280	2231	5580	135.928
YBL013W	1206	1157	380	17.8495
YBL014C	2685	2636	1306	26.9261
YBL015W	1581	1532	2143	76.022
YBL016W	1062	1013	359	19.2602
YBL017C	4740	4691	8329	96.4947
YBL018C	402	353	121	18.6289
YBL019W	1563	1514	689	24.7326
YBL020W	1725	1676	1104	35.799
YBL021C	435	386	213	29.9894
YBL022C	3402	3353	7681	124.497
YBL023C	2607	2558	1074	22.8181
YBL024W	2055	2006	1453	39.365
YBL025W	438	389	152	21.2359
YBL026W	288	239	400	90.9574
YBL027W	570	521	15322.4	1598.32
YBL028C	321	272	137	27.3733
YBL029C-A	285	236	352	81.06
YBL029W	1131	1082	184	9.24201
YBL030C	957	908	4635	277.421
YBL031W	1017	968	223	12.52
YBL032W	1146	1097	2113	104.681
YBL033C	1038	989	2807	154.249
YBL034C	4542	4493	1048	12.6765
YBL035C	2118	2069	624	16.3908
YBL036C	774	725	511	38.3053
YBL037W	3078	3029	1600	28.7076
YBL038W	699	650	986	82.4403
YBL039C	1740	1691	1947	62.5746
YBL039W-B	180	131	56	23.2323
YBL040C	660	611	859	76.4061
YBL041W	726	677	2900	232.801
YBL042C	1920	1871	668	19.4034
YBL043W	774	725	96	7.1963
YBL044W	369	320	2	0.339669
YBL045C	1374	1325	4462	183.016
YBL046W	1326	1277	691	29.4078
YBL047C	4146	4097	13108	173.879
YBL049W	417	368	194	28.6503
YBL050W	879	830	1808	118.385
YBL051C	2007	1958	2808	77.94
YBL052C	2496	2447	772	17.1459
YBL054W	1578	1529	303	10.7699
YBL055C	1257	1208	894	40.2204
YBL056W	1407	1358	4791	191.735
YBL057C	627	578	511	48.0473
YBL058W	1272	1223	4167	185.171
YBL059C-A	330	281	239	46.224
YBL059W	582	533	151	15.3966
YBL060W	2064	2015	378	10.1951
YBL061C	2091	2042	1269	33.7739
YBL063W	3336	3287	898	14.8475
YBL064C	786	737	4599	339.134
YBL066C	3447	3398	1423	22.7592
YBL067C	2244	2195	3396	84.0832
YBL068W	981	932	592	34.5209
YBL069W	1290	1241	460	20.1448
YBL071C-B	99	50	1	1.08694
YBL071W-A	249	200	60	16.3041
YBL072C	603	554	16858.3	1653.79
YBL074C	1068	1019	384	20.4801
YBL075C	1950	1901	1415	40.4529
YBL076C	3219	3170	18105	310.395
YBL078C	354	305	403	71.8094
YBL079W	4509	4460	3702	45.1105
YBL080C	1626	1577	1021	35.186
YBL081W	1107	1058	185.13	9.50969
YBL082C	1377	1328	941	38.5095
YBL084C	2277	2228	1284.68	31.337
YBL085W	2943	2894	3755	70.5159
YBL086C	1401	1352	2984	119.949
YBL087C	414	365	4439.55	661.031
YBL088C	8364	8315	3111	20.3336
YBL089W	1380	1331	696	28.4189
YBL090W	534	485	603	67.5696
YBL091C	1266	1217	3403	151.966
YBL091C-A	528	479	691	78.4004
YBL092W	393	344	16103	2544.04
YBL093C	663	614	735	65.0571
YBL095W	813	764	697	49.581
YBL097W	2265	2216	469	11.5021
YBL098W	1383	1334	277	11.285
YBL099W	1638	1589	12551	429.27
YBL100W-A	1317	1268	0	0
YBL100W-B	5313	5264	2175.45	22.46
YBL100W-C	120	71	24	18.3708
YBL101C	3354	3305	5903	97.0682
YBL102W	648	599	1173	106.426
YBL103C	1461	1412	1232	47.4189
YBL104C	3117	3068	1157	20.4953
YBL105C	3456	3407	4134	65.9438
YBL106C	3033	2984	868	15.8087
YBL107C	591	542	239	23.9648
YBL108C-A	129	80	24.3572	16.5468
YBL111C	2004	1955	355.283	9.87651
YBL112C	318	269	11.3607	2.29524
YBL113C	2379	2330	1613.95	37.6452
YBR001C	2343	2294	5405	128.05
YBR002C	861	812	889	59.5006
YBR003W	1422	1373	2317	91.7131
YBR004C	1302	1253	1002	43.4603
YBR005W	642	593	876	80.2833
YBR006W	1494	1445	1489	56.0019
YBR007C	2211	2162	896	22.5231
YBR008C	1647	1598	1522	51.7623
YBR009C	312	263	4113.5	850.025
YBR010W	411	362	2874.96	431.617
YBR011C	864	815	13601	906.962
YBR012W-A	1323	1274	3335.82	142.301
YBR012W-B	5271	5222	10416.3	108.406
YBR013C	390	341	125	19.9219
YBR014C	612	563	814	78.5764
YBR015C	1794	1745	3480	108.383
YBR016W	387	338	1083	174.136
YBR017C	2757	2708	2513	50.4336
YBR018C	1101	1052	228	11.7786
YBR019C	2100	2051	981	25.9944
YBR020W	1587	1538	424	14.9825
YBR021W	1902	1853	221	6.48176
YBR022W	534	485	330	36.9784
YBR023C	3498	3449	2879	45.3654
YBR024W	906	857	654	41.4737
YBR025C	1185	1136	8860	423.869
YBR026C	1143	1094	3415	169.648
YBR028C	1578	1529	651	23.1393
YBR029C	1374	1325	1766	72.4354
YBR030W	1659	1610	893	30.144
YBR031W	1089	1040	58843.6	3074.98
YBR033W	2760	2711	727	14.5741
YBR034C	1047	998	319	17.3714
YBR035C	687	638	2270	193.366
YBR036C	1233	1184	4147	190.352
YBR037C	888	839	1289	83.4962
YBR038W	2892	2843	1671	31.943
YBR039W	936	887	2424	148.52
YBR040W	897	848	8	0.512708
YBR041W	2010	1961	1360	37.691
YBR042C	1194	1145	588	27.9092
YBR043C	2070	2021	1918	51.5772
YBR044C	1719	1670	1155	37.5873
YBR045C	1920	1871	506	14.6978
YBR046C	1005	956	1706	96.9833
YBR047W	528	479	309	35.0589
YBR048W	471	422	7362.79	948.213
YBR049C	2433	2384	3350	76.3685
YBR050C	1017	968	1119	62.8247
YBR052C	633	584	4592	427.331
YBR053C	1077	1028	2209	116.783
YBR054W	1035	986	1410.12	77.724
YBR055C	2700	2651	1168	23.9447
YBR056W	1506	1457	4920	183.519
YBR056W-A	201	152	85	30.3914
YBR057C	1101	1052	1264	65.2991
YBR058C	2346	2297	2408	56.9733
YBR058C-A	243	194	342	95.8077
YBR059C	3327	3278	6995	115.972
YBR060C	1863	1814	993	29.7501
YBR061C	933	884	217	13.3408
YBR062C	543	494	566	62.2681
YBR063C	1215	1166	306	14.2626
YBR065C	1095	1046	390	20.2632
YBR066C	663	614	358	31.6877
YBR067C	633	584	10823	1007.19
YBR068C	1830	1781	9171	279.852
YBR069C	1860	1811	4761	142.875
YBR070C	714	665	485	39.6366
YBR071W	636	587	1130	104.62
YBR072C-A	162	113	0	0
YBR072W	645	596	7772	708.7
YBR073W	2877	2828	1720	33.0541
YBR074W	2931	2882	1887	35.5839
YBR076W	1065	1016	128	6.84687
YBR077C	489	440	476	58.7936
YBR078W	1290	1241	8708	381.349
YBR079C	2895	2846	7442	142.112
YBR080C	2277	2228	3382	82.4963
YBR081C	3999	3950	2183	30.0353
YBR082C	447	398	4515	616.525
YBR083W	1461	1412	2577	99.1872
YBR084C-A	570	521	9226.63	962.457
YBR084W	2928	2879	5460	103.069
YBR085C-A	258	209	2979	774.64
YBR085W	924	875	109	6.77009
YBR086C	2841	2792	8620	167.791
YBR087W	1065	1016	825	44.1302
YBR088C	777	728	589	43.9703
YBR089C-A	300	251	1387.78	300.485
YBR090C	369	320	76.2186	12.9446
YBR091C	330	281	118	22.8219
YBR092C	1404	1355	1572.1	63.0547
YBR093C	1404	1355	1009.05	40.4713
YBR094W	2262	2213	1201	29.4943
YBR095C	1293	1244	953	41.634
YBR096W	693	644	1097	92.5756
YBR097W	4365	4316	1487	18.7243
YBR098W	2076	2027	829	22.2268
YBR101C	873	824	10313	680.195
YBR102C	2262	2213	1277	31.3607
YBR103W	1608	1559	851	29.666
YBR104W	990	941	139	8.02788
YBR105C	1089	1040	2300	120.191
YBR106W	567	518	2865	300.587
YBR107C	738	689	560	44.1718
YBR108W	2844	2795	2646	51.4498
YBR109C	444	395	1623	223.304
YBR110W	1350	1301	1168	48.7912
YBR111C	696	647	2138	179.589
YBR111W-A	291	242	201	45.1395
YBR112C	2901	2852	6089.8	116.046
YBR114W	2373	2324	1502	35.1245
YBR115C	4179	4130	3525	46.3858
YBR117C	2046	1997	888	24.1663
YBR118W	1377	1328	327795	13414.7
YBR119W	897	848	957	61.3327
YBR120C	489	440	466	57.5585
YBR121C	2004	1955	8181	227.424
YBR122C	534	485	995	111.495
YBR123C	1950	1901	1289	36.8508
YBR125C	1182	1133	816	39.1414
YBR126C	1488	1439	26017	982.59
YBR126W-A	207	158	1276	438.904
YBR127C	1554	1505	12904	465.976
YBR128C	1035	986	407	22.4333
YBR129C	987	938	954	55.2741
YBR130C	1278	1229	1264	55.8948
YBR131W	2115	2066	331	8.7071
YBR132C	1791	1742	6144	191.681
YBR133C	2484	2435	1398	31.2021
YBR135W	453	404	306.128	41.181
YBR136W	7107	7058	1894	14.5839
YBR137W	540	491	1074	118.877
YBR138C	1575	1526	805	28.6693
YBR139W	1527	1478	7578	278.648
YBR140C	9279	9230	7365	43.3658
YBR141C	1014	965	237	13.3474
YBR142W	2322	2273	1239	29.6243
YBR143C	1314	1265	3354	144.095
YBR145W	1056	1007	1792	96.7129
YBR146W	837	788	1267	87.3829
YBR147W	891	842	478	30.8526
YBR148W	1830	1781	124	3.78385
YBR149W	1035	986	6528	359.815
YBR150C	3285	3236	2470.45	41.4899
YBR151W	951	902	2210	133.156
YBR152W	876	827	269	17.6776
YBR153W	735	686	350	27.7281
YBR154C	648	599	961	87.1912
YBR155W	1158	1109	257	12.5944
YBR156C	2097	2048	501	13.2949
YBR157C	768	719	577	43.6137
YBR158W	1650	1601	2295	77.9053
YBR159W	1044	995	2031	110.933
YBR160W	897	848	1146	73.4454
YBR161W	1131	1082	1046	52.5388
YBR162C	1368	1319	8018	330.367
YBR162W-A	198	149	195	71.1253
YBR163W	1758	1709	662	21.0519
YBR164C	552	503	753	81.3585
YBR165W	834	785	753	52.1316
YBR166C	1359	1310	620	25.7215
YBR167C	423	374	314	45.6283
YBR168W	1242	1193	820	37.355
YBR169C	2082	2033	10448	279.3
YBR170C	1743	1694	1829	58.6781
YBR171W	621	572	749	71.1642
YBR172C	2223	2174	1403	35.0731
YBR173C	447	398	906	123.715
YBR175W	948	899	488	29.5009
YBR176W	939	890	368	22.4716
YBR177C	1356	1307	5551	230.819
YBR179C	2568	2519	1918	41.3806
YBR180W	1719	1670	127	4.13298
YBR181C	711	662	14316.3	1175.3
YBR182C	1359	1310	135	5.60065
YBR182C-A	195	146	9	3.35016
YBR183W	951	902	1440	86.7624
YBR184W	1572	1523	45	1.60579
YBR185C	837	788	780	53.7953
YBR186W	1695	1646	94	3.10366
YBR187W	843	794	1874	128.27
YBR188C	423	374	170	24.7032
YBR189W	588	539	14078.1	1419.49
YBR191W	483	434	9159.84	1147.03
YBR192W	1134	1085	453	22.6905
YBR193C	672	623	718	62.6343
YBR194W	372	323	201	33.8197
YBR195C	1269	1220	323	14.3886
YBR196C	1665	1616	36455	1226
YBR196C-A	150	101	23	12.3761
YBR196C-B	105	56	11	10.6753
YBR197C	654	605	383	34.4048
YBR198C	2397	2348	2258	52.2639
YBR199W	1395	1346	3883	156.783
YBR200W	1656	1607	1434	48.4964
YBR200W-A	165	116	4	1.87404
YBR201C-A	204	155	59	20.6869
YBR201W	636	587	469	43.4221
YBR202W	2538	2489	1638	35.7655
YBR203W	2775	2726	4727	94.2401
YBR204C	1128	1079	962	48.454
YBR205W	1215	1166	1963	91.4951
YBR207W	1398	1349	2543	102.45
YBR208C	5508	5459	2693	26.8101
YBR210W	429	380	212	30.3199
YBR211C	975	926	831	48.7715
YBR212W	2019	1970	5733	158.158
YBR213W	825	776	132	9.2446
YBR214W	1584	1535	10864	384.642
YBR215W	1878	1829	803	23.8604
YBR216C	2025	1976	1650	45.3809
YBR217W	561	512	212	22.5031
YBR218C	3543	3494	11249	174.972
YBR219C	384	335	3.24907	0.527097
YBR220C	1683	1634	1139.75	37.9083
YBR221C	1101	1052	8617	445.16
YBR221W-A	105	56	1	0.970483
YBR222C	1632	1583	2289	78.5852
YBR223C	1635	1586	1145	39.2354
YBR225W	2703	2654	1973	40.4019
YBR227C	1563	1514	734	26.3479
YBR228W	915	866	449	28.1776
YBR229C	2865	2816	2915	56.2577
YBR230C	405	356	2267	346.081
YBR230W-A	201	152	197	70.4366
YBR231C	912	863	307	19.3332
YBR233W	1242	1193	464	21.1375
YBR233W-A	285	236	44	10.1325
YBR234C	1155	1106	3979	195.522
YBR235W	3363	3314	1811	29.699
YBR236C	1311	1262	1246	53.658
YBR237W	2550	2501	1166	25.3373
YBR238C	2196	2147	613	15.5169
YBR239C	1590	1541	362	12.7668
YBR240C	1353	1304	84	3.50088
YBR241C	1467	1418	1815	69.5627
YBR242W	717	668	323	26.2786
YBR243C	1347	1298	987	41.3255
YBR244W	489	440	836	103.259
YBR245C	3390	3341	2865	46.6041
YBR246W	1164	1115	937	45.671
YBR247C	1452	1403	306	11.8533
YBR248C	1659	1610	807	27.241
YBR249C	1113	1064	5397	275.668
YBR250W	1572	1523	61	2.17674
YBR251W	924	875	919	57.0799
YBR252W	444	395	238	32.7458
YBR253W	366	317	243	41.6603
YBR254C	528	479	117	13.2747
YBR255C-A	363	314	180	31.1544
YBR255W	2085	2036	924	24.6644
YBR256C	717	668	1757	142.946
