target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3434	2940	45.2504
YAL002W	3825	3776	3152	44.1194
YAL003W	621	572	19664	1816.98
YAL005C	1929	1880	171941	4833.9
YAL007C	648	599	1332	117.531
YAL008W	597	548	678	65.392
YAL009W	780	731	488	35.284
YAL010C	1482	1433	836	30.8344
YAL011W	1878	1829	658	19.0146
YAL012W	1185	1136	9297	432.554
YAL013W	1218	1169	1005	45.4388
YAL014C	768	719	1003	73.7305
YAL015C	1200	1151	728	33.4296
YAL016W	1908	1859	6217	176.757
YAL017W	4071	4022	8593	112.922
YAL018C	978	929	19	1.08097
YAL019W	3396	3347	1213	19.1549
YAL020C	1002	953	670	37.1584
YAL021C	2514	2465	3753	80.4706
YAL022C	1554	1505	1507	52.9239
YAL023C	2280	2231	8641	204.71
YAL024C	4308	4259	1035	12.8442
YAL025C	921	872	101	6.12182
YAL026C	4068	4019	3538	46.5281
YAL027W	786	737	355	25.4587
YAL028W	1587	1538	1763	60.5859
YAL029C	4416	4367	3456	41.8279
YAL030W	354	305	535	92.7106
YAL031C	2283	2234	2341	55.3852
YAL032C	1140	1091	1058	51.255
YAL033W	522	473	239	26.7062
YAL034C	1242	1193	2498	110.669
YAL034W-A	870	821	209	13.4548
YAL035W	3009	2960	8964	160.061
YAL036C	1110	1061	990	49.3168
YAL037C-A	93	44	0	0
YAL037W	804	755	72	5.04035
YAL038W	1503	1454	299067	10871.3
YAL039C	810	761	1734	120.431
YAL040C	1743	1694	1946	60.7162
YAL041W	2565	2516	3063	64.3445
YAL042W	1248	1199	4445	195.942
YAL043C	2358	2309	2960	67.7553
YAL044C	513	464	440	50.1199
YAL044W-A	333	284	219	40.7569
YAL046C	357	308	154	26.4269
YAL047C	1869	1820	550	15.9723
YAL048C	1989	1940	926	25.2281
YAL049C	741	692	932	71.1845
YAL051W	3144	3095	2110	36.0327
YAL053W	2352	2303	2753	63.1812
YAL054C	2142	2093	6878	173.687
YAL055W	543	494	308	32.9533
YAL056W	2643	2594	2538	51.7127
YAL058W	1509	1460	649	23.4946
YAL059W	639	590	179	16.0353
YAL060W	1149	1100	8057	387.129
YAL061W	1254	1205	15391	675.08
YAL062W	1374	1325	1213	48.3861
YAL063C	3969	3920	1005.27	13.5541
YAL063C-A	291	242	19	4.14967
YAL064C-A	381	332	129.964	20.6899
YAL064W	285	236	11	2.46352
YAL064W-B	381	332	63.8146	10.1592
YAL065C	387	338	101.154	15.8177
YAL067C	1782	1733	69	2.10439
YAL067W-A	228	179	14.4798	4.27549
YAL068C	363	314	6.20744	1.04486
YAR002C-A	660	611	1929	166.865
YAR002W	1620	1571	1202	40.4393
YAR003W	1281	1232	824	35.3502
YAR007C	1866	1817	2404	69.9286
YAR008W	828	779	122	8.27747
YAR009C	3591	3542	25046.6	373.746
YAR010C	1323	1274	8715.67	361.582
YAR014C	2130	2081	1829	46.4533
YAR015W	921	872	1735	105.162
YAR018C	1308	1259	437	18.3456
YAR019C	2925	2876	1830	33.6308
YAR020C	168	119	49	21.7633
YAR023C	540	491	312	33.5852
YAR027W	708	659	1989	159.524
YAR028W	705	656	394	31.7444
YAR029W	225	176	60	18.0183
YAR031W	897	848	203.63	12.6918
YAR033W	705	656	299.765	24.1519
YAR035C-A	81	32	3	4.95503
YAR035W	2064	2015	569	14.9249
YAR042W	3567	3518	5934	89.1512
YAR050W	4614	4565	879.686	10.185
YAR064W	300	251	57.561	12.1208
YAR066W	612	563	134.514	12.628
YAR068W	486	437	408.415	49.3965
YAR071W	1404	1355	339.571	13.2454
YBL001C	315	266	643	127.763
YBL002W	396	347	3347	509.802
YBL003C	399	350	3239.4	489.183
YBL004W	7482	7433	3000	21.332
YBL005W	2931	2882	4560	83.627
YBL005W-A	1323	1274	6596.15	273.651
YBL005W-B	5268	5219	68621.5	694.941
YBL006C	543	494	1620	173.326
YBL007C	3735	3686	15474	221.882
YBL008W	2523	2474	580	12.3909
YBL008W-A	240	191	5	1.3836
YBL009W	2031	1982	499	13.3068
YBL010C	843	794	254	16.9079
YBL011W	2280	2231	5992	141.954
YBL013W	1206	1157	417	19.0493
YBL014C	2685	2636	1467	29.4144
YBL015W	1581	1532	3003	103.603
YBL016W	1062	1013	460	24.0007
YBL017C	4740	4691	9454	106.519
YBL018C	402	353	121	18.117
YBL019W	1563	1514	743	25.9381
YBL020W	1725	1676	1367	43.1092
YBL021C	435	386	230	31.4931
YBL022C	3402	3353	7626	120.209
YBL023C	2607	2558	1307	27.0054
YBL024W	2055	2006	1527	40.2331
YBL025W	438	389	181	24.5926
YBL026W	288	239	384	84.9198
YBL027W	570	521	14811.6	1502.59
YBL028C	321	272	115	22.3462
YBL029C-A	285	236	418	93.6138
