target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3434	2517	45.9311
YAL002W	3825	3776	2752	45.6709
YAL003W	621	572	14204	1556.1
YAL005C	1929	1880	149557	4985.08
YAL007C	648	599	1154	120.726
YAL008W	597	548	656	75.0148
YAL009W	780	731	438	37.5474
YAL010C	1482	1433	760	33.2346
YAL011W	1878	1829	574	19.6663
YAL012W	1185	1136	7053	389.062
YAL013W	1218	1169	724	38.8103
YAL014C	768	719	798	69.5501
YAL015C	1200	1151	547	29.7807
YAL016W	1908	1859	5752	193.893
YAL017W	4071	4022	8053	125.47
YAL018C	978	929	14	0.944356
YAL019W	3396	3347	857	16.0453
YAL020C	1002	953	427	28.0775
YAL021C	2514	2465	3413	86.7647
YAL022C	1554	1505	1217	50.6731
YAL023C	2280	2231	7113	199.791
YAL024C	4308	4259	902	13.2716
YAL025C	921	872	112	8.04869
YAL026C	4068	4019	3053	47.6028
YAL027W	786	737	319	27.1236
YAL028W	1587	1538	1618	65.9243
YAL029C	4416	4367	2788	40.0067
YAL030W	354	305	437	89.7853
YAL031C	2283	2234	2057	57.6998
YAL032C	1140	1091	867	49.7987
YAL033W	522	473	204	27.0267
YAL034C	1242	1193	2430	127.641
YAL034W-A	870	821	148	11.2965
YAL035W	3009	2960	7881	166.845
YAL036C	1110	1061	686	40.5165
YAL037C-A	93	44	6	8.5452
YAL037W	804	755	53	4.39898
YAL038W	1503	1454	223213	9620.08
YAL039C	810	761	1553	127.882
YAL040C	1743	1694	1584	58.5956
YAL041W	2565	2516	2367	58.9537
YAL042W	1248	1199	3536	184.806
YAL043C	2358	2309	2649	71.8922
YAL044C	513	464	348	46.9986
YAL044W-A	333	284	191	42.1443
YAL046C	357	308	161	32.7566
YAL047C	1869	1820	421	14.4955
YAL048C	1989	1940	864	27.9084
YAL049C	741	692	769	69.6376
YAL051W	3144	3095	1972	39.9273
YAL053W	2352	2303	2170	59.0458
YAL054C	2142	2093	8811	263.803
YAL055W	543	494	208	26.3852
YAL056W	2643	2594	2366	57.1568
YAL058W	1509	1460	483	20.7309
YAL059W	639	590	126	13.3826
YAL060W	1149	1100	7549	430.051
YAL061W	1254	1205	13536	703.926
YAL062W	1374	1325	1126	53.2532
YAL063C	3969	3920	636.476	10.1747
