target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3434	1272	19.5244
YAL002W	3825	3776	1355	18.9147
YAL003W	621	572	41255	3801.65
YAL005C	1929	1880	94775.1	2657.22
YAL007C	648	599	1576	138.682
YAL008W	597	548	314	30.2024
YAL009W	780	731	276	19.9014
YAL010C	1482	1433	359	13.205
YAL011W	1878	1829	579	16.6862
YAL012W	1185	1136	23678	1098.65
YAL013W	1218	1169	529	23.8524
YAL014C	768	719	653	47.8714
YAL015C	1200	1151	544	24.9124
YAL016W	1908	1859	3919	111.119
YAL017W	4071	4022	2041	26.7481
YAL018C	978	929	13	0.737597
YAL019W	3396	3347	3250	51.1823
YAL020C	1002	953	440	24.3361
YAL021C	2514	2465	3251	69.5171
YAL022C	1554	1505	1214	42.5181
YAL023C	2280	2231	10654	251.713
YAL024C	4308	4259	989	12.24
YAL025C	921	872	968	58.5128
YAL026C	4068	4019	4284	56.1854
YAL027W	786	737	177	12.6589
YAL028W	1587	1538	237	8.12239
YAL029C	4416	4367	4406	53.1806
YAL030W	354	305	351	60.6595
YAL031C	2283	2234	694	16.3745
YAL032C	1140	1091	581	28.07
YAL033W	522	473	355	39.5602
YAL034C	1242	1193	475	20.9867
YAL034W-A	870	821	112	7.19062
YAL035W	3009	2960	20914	372.424
YAL036C	1110	1061	2829	140.543
YAL037C-A	93	44	3	3.59385
YAL037W	804	755	105	7.33051
YAL038W	1503	1454	265354	9619.51
YAL039C	810	761	558	38.6493
YAL040C	1743	1694	1359	42.2861
YAL041W	2565	2516	1966	41.1874
YAL042W	1248	1199	4493	197.519
YAL043C	2358	2309	1874	42.7797
YAL044C	513	464	1129	128.253
YAL044W-A	333	284	210	38.9756
YAL046C	357	308	225	38.5056
YAL047C	1869	1820	380	11.0054
YAL048C	1989	1940	372	10.1072
YAL049C	741	692	710	54.0809
YAL051W	3144	3095	1013	17.252
YAL053W	2352	2303	1968	45.0425
YAL054C	2142	2093	226	5.69156
YAL055W	543	494	100	10.67
YAL056W	2643	2594	1131	22.9818
YAL058W	1509	1460	576	20.7951
YAL059W	639	590	613	54.7646
YAL060W	1149	1100	1344	64.4018
YAL061W	1254	1205	408	17.847
YAL062W	1374	1325	436	17.3445
YAL063C	3969	3920	404.527	5.43943
YAL063C-A	291	242	3	0.653428
YAL064C-A	381	332	48.1147	7.63892
YAL064W	285	236	12	2.68016
YAL064W-B	381	332	19.9491	3.16721
YAL065C	387	338	15.1198	2.35788
YAL067C	1782	1733	137	4.16691
YAL067W-A	228	179	9.82346	2.8927
YAL068C	363	314	0	0
YAR002C-A	660	611	2283	196.95
YAR002W	1620	1571	1506	50.529
YAR003W	1281	1232	499	21.3492
YAR007C	1866	1817	1901	55.1466
YAR008W	828	779	263	17.7955
YAR009C	3591	3542	14054.8	209.155
YAR010C	1323	1274	6224.67	257.536
YAR014C	2130	2081	1377	34.8782
YAR015W	921	872	1715	103.667
YAR018C	1308	1259	438	18.3375
YAR019C	2925	2876	598	10.9598
YAR020C	168	119	19	8.41586
YAR023C	540	491	90	9.66168
YAR027W	708	659	578.767	46.2924
YAR028W	705	656	175.233	14.0801
YAR029W	225	176	33	9.8831
YAR031W	897	848	160.154	9.95481
YAR033W	705	656	215.105	17.2838
YAR035C-A	81	32	2	3.29437
YAR035W	2064	2015	254	6.64432
YAR042W	3567	3518	2464	36.9179
YAR050W	4614	4565	470.348	5.43089
