target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3434	1305	18.5664
YAL002W	3825	3776	1595	20.637
YAL003W	621	572	42838	3658.91
YAL005C	1929	1880	95777.3	2488.99
YAL007C	648	599	1987	162.065
YAL008W	597	548	304	27.1026
YAL009W	780	731	360	24.0604
YAL010C	1482	1433	400	13.6374
YAL011W	1878	1829	632	16.8819
YAL012W	1185	1136	25056	1077.59
YAL013W	1218	1169	533	22.2757
YAL014C	768	719	677	46.0021
YAL015C	1200	1151	562	23.855
YAL016W	1908	1859	4285	112.613
YAL017W	4071	4022	2074	25.1933
YAL018C	978	929	15	0.788849
YAL019W	3396	3347	3610	52.695
YAL020C	1002	953	402	20.6087
YAL021C	2514	2465	3361	66.6147
YAL022C	1554	1505	1548	50.2519
YAL023C	2280	2231	13441	294.341
YAL024C	4308	4259	1295	14.8553
YAL025C	921	872	899	50.3688
YAL026C	4068	4019	5748	69.8742
YAL027W	786	737	211	13.9873
YAL028W	1587	1538	249	7.90972
YAL029C	4416	4367	5055	56.5531
YAL030W	354	305	301	48.2153
YAL031C	2283	2234	796	17.408
YAL032C	1140	1091	597	26.7342
YAL033W	522	473	365	37.7007
YAL034C	1242	1193	515	21.0904
YAL034W-A	870	821	148	8.80718
YAL035W	3009	2960	21721	358.514
YAL036C	1110	1061	2931	134.964
YAL037C-A	93	44	4	4.44146
YAL037W	804	755	86	5.56506
YAL038W	1503	1454	265957	8936.45
YAL039C	810	761	590	37.8779
YAL040C	1743	1694	1471	42.4246
YAL041W	2565	2516	2136	41.4771
YAL042W	1248	1199	5559	226.514
YAL043C	2358	2309	2112	44.6877
YAL044C	513	464	1079	113.611
YAL044W-A	333	284	227	39.0504
YAL046C	357	308	241	38.2283
YAL047C	1869	1820	443	11.8919
YAL048C	1989	1940	413	10.4008
YAL049C	741	692	701	49.4914
YAL051W	3144	3095	1130	17.8376
YAL053W	2352	2303	2456	52.1018
YAL054C	2142	2093	229	5.34545
YAL055W	543	494	89	8.802
YAL056W	2643	2594	1449	27.2908
YAL058W	1509	1460	760	25.4319
YAL059W	639	590	624	51.6715
YAL060W	1149	1100	1471	65.3338
YAL061W	1254	1205	372	15.0825
YAL062W	1374	1325	446	16.4451
YAL063C	3969	3920	450.658	5.61668
YAL063C-A	291	242	7	1.41319
YAL064C-A	381	332	31.5273	4.63946
YAL064W	285	236	10	2.07017
YAL064W-B	381	332	17.0253	2.50538
YAL065C	387	338	14.2895	2.06547
YAL067C	1782	1733	96	2.70639
YAL067W-A	228	179	15.36	4.19233
YAL068C	363	314	2.00885	0.312562
YAR002C-A	660	611	2881	230.367
YAR002W	1620	1571	1856	57.7192
YAR003W	1281	1232	527	20.8986
YAR007C	1866	1817	2026	54.4757
YAR008W	828	779	265	16.6198
YAR009C	3591	3542	19647.9	271.01
YAR010C	1323	1274	6848.56	262.632
YAR014C	2130	2081	1489	34.9575
YAR015W	921	872	1743	97.656
YAR018C	1308	1259	552	21.4206
YAR019C	2925	2876	685	11.6364
YAR020C	168	119	28	11.4955
YAR023C	540	491	77	7.66174
YAR027W	708	659	749	55.5283
YAR028W	705	656	205	15.2675
YAR029W	225	176	45	12.4916
YAR031W	897	848	195.464	11.2613
YAR033W	705	656	188.752	14.0575
YAR035C-A	81	32	6	9.16051
YAR035W	2064	2015	272	6.59496
YAR042W	3567	3518	2742.92	38.0921
YAR050W	4614	4565	553.047	5.91888
YAR064W	300	251	22	4.2822
YAR066W	612	563	136.8	11.8712
YAR068W	486	437	146.191	16.3439
YAR071W	1404	1355	189.726	6.84079
YBL001C	315	266	504	92.5693
YBL002W	396	347	3885.48	547.058
YBL003C	399	350	4043.82	564.471
YBL004W	7482	7433	14184	93.2294
YBL005W	2931	2882	2573	43.6178
YBL005W-A	1323	1274	3263.21	125.139
YBL005W-B	5268	5219	50309.8	470.959
YBL006C	543	494	720	71.2072
YBL007C	3735	3686	15367	203.682
YBL008W	2523	2474	983	19.4121
YBL008W-A	240	191	5	1.27895
YBL009W	2031	1982	941	23.1955
YBL010C	843	794	180	11.0757
YBL011W	2280	2231	4779	104.654
YBL013W	1206	1157	179	7.55854
YBL014C	2685	2636	1385	25.6698
YBL015W	1581	1532	740	23.5989
YBL016W	1062	1013	391	18.8576
YBL017C	4740	4691	9024	93.9836
YBL018C	402	353	360	49.8248
YBL019W	1563	1514	337	10.8748
YBL020W	1725	1676	1790	52.1792
YBL021C	435	386	240	30.3768
YBL022C	3402	3353	7328	106.775
YBL023C	2607	2558	1720	32.8508
YBL024W	2055	2006	5135	125.063
YBL025W	438	389	127	15.9504
YBL026W	288	239	538	109.977
YBL027W	570	521	29155.1	2733.97
YBL028C	321	272	631	113.339
YBL029C-A	285	236	114	23.5999
YBL029W	1131	1082	94	4.24442
YBL030C	957	908	6225	334.944
YBL031W	1017	968	229	11.5579
YBL032W	1146	1097	2810	125.146
YBL033C	1038	989	2290	113.125
YBL034C	4542	4493	1304	14.1794
YBL035C	2118	2069	808	19.0796
YBL036C	774	725	1156	77.9001
YBL037W	3078	3029	1393	22.4683
YBL038W	699	650	660	49.6077
YBL039C	1740	1691	9591	277.101
YBL039W-B	180	131	33	12.3072
YBL040C	660	611	997	79.7209
YBL041W	726	677	2549	183.95
YBL042C	1920	1871	1292	33.737
YBL043W	774	725	23	1.54992
YBL044W	369	320	5	0.763376
YBL045C	1374	1325	3016	111.207
YBL046W	1326	1277	329	12.587
YBL047C	4146	4097	12511	149.192
YBL049W	417	368	88	11.683
YBL050W	879	830	1307	76.9335
YBL051C	2007	1958	4293	107.119
YBL052C	2496	2447	1101	21.9822
YBL054W	1578	1529	841	26.8724
YBL055C	1257	1208	975	39.4326
YBL056W	1407	1358	3581	128.832
YBL057C	627	578	825	69.734
YBL058W	1272	1223	3212	128.312
YBL059C-A	330	281	164	28.5138
YBL059W	582	533	117	10.7245
YBL060W	2064	2015	462	11.2017
YBL061C	2091	2042	1358	32.4909
YBL063W	3336	3287	1000	14.8634
YBL064C	786	737	2558	169.571
YBL066C	3447	3398	1249	17.958
YBL067C	2244	2195	3240	72.1155
YBL068W	981	932	1083	56.7715
YBL069W	1290	1241	661	26.0224
YBL071C-B	99	50	7	6.83984
YBL071W-A	249	200	135	32.9778
YBL072C	603	554	35517.9	3132.25
YBL074C	1068	1019	330	15.8219
YBL075C	1950	1901	1191	30.6089
YBL076C	3219	3170	37538	578.536
YBL078C	354	305	96	15.3776
YBL079W	4509	4460	5969	65.386
YBL080C	1626	1577	328	10.1616
YBL081W	1107	1058	710.045	32.7883
YBL082C	1377	1328	1412	51.9463
YBL084C	2277	2228	792.096	17.3692
YBL085W	2943	2894	2559	43.2006
YBL086C	1401	1352	492	17.779
YBL087C	414	365	13445.4	1799.7
YBL088C	8364	8315	2474	14.5364
YBL089W	1380	1331	418	15.3432
YBL090W	534	485	434	43.7186
YBL091C	1266	1217	3666	147.17
YBL091C-A	528	479	187	19.0732
YBL092W	393	344	33577	4768.72
YBL093C	663	614	617	49.0947
YBL095W	813	764	462	29.5438
YBL097W	2265	2216	505	11.1337
YBL098W	1383	1334	653	23.9153
YBL099W	1638	1589	13554	416.737
YBL100W-A	1317	1268	0	0
YBL100W-B	5313	5264	1528.37	14.185
YBL100W-C	120	71	7	4.81679
YBL101C	3354	3305	1734	25.6328
YBL102W	648	599	889	72.5092
YBL103C	1461	1412	782	27.0577
YBL104C	3117	3068	1405	22.3738
YBL105C	3456	3407	2451	35.1471
YBL106C	3033	2984	1020	16.7001
YBL107C	591	542	196	17.6675
YBL108C-A	129	80	26.3749	16.1072
YBL111C	2004	1955	0.00036159	9.03625e-06
YBL112C	318	269	2.18543	0.39692
YBL113C	2379	2330	589.79	12.3669
YBR001C	2343	2294	1312.27	27.9478
YBR002C	861	812	529	31.8286
YBR003W	1422	1373	1003	35.6902
YBR004C	1302	1253	766	29.8673
YBR005W	642	593	254	20.9265
YBR006W	1494	1445	442	14.9442
YBR007C	2211	2162	1521	34.371
YBR008C	1647	1598	15501	473.916
YBR009C	312	263	4700.56	873.197
YBR010W	411	362	3502.73	472.734
YBR011C	864	815	23545	1411.43
YBR012W-A	1323	1274	116.529	4.46872
YBR012W-B	5271	5222	8902.14	83.2868
YBR013C	390	341	106	15.1869
YBR014C	612	563	621	53.8892
YBR015C	1794	1745	4633	129.713
YBR016W	387	338	790	114.19
YBR017C	2757	2708	4113	74.2042
YBR018C	1101	1052	40	1.85764
YBR019C	2100	2051	241	5.74076
YBR020W	1587	1538	244	7.75089
YBR021W	1902	1853	541	14.264
YBR022W	534	485	269	27.0975
YBR023C	3498	3449	4115	58.2901
YBR024W	906	857	211	12.0287
